distance_km,nominal_speed_kmph,slope_deg,rainfall_mm,risk_score,elevation_m,vehicle_type,nominal_time_mins,actual_time_mins,delay_mins,delay_probability,primary_delay_cause
176.08,51.7,22.0,45.91,0.826,1400,Light Disaster Utility (4WD),204.2,482.4,278.2,0.647,Steep Mountain Grade & Hairpin Bends
375.96,45.0,8.5,19.44,0.405,350,4x4 Hill Freight Carrier,501.3,707.4,206.1,0.312,Standard Mountain Traffic Flow
190.9,33.8,4.2,65.52,0.367,95,Heavy Supply Truck (16T),339.4,539.8,200.5,0.355,Torrential Rainfall & Reduced Visibility
120.59,23.0,14.5,78.48,0.531,1550,Light Disaster Utility (4WD),314.6,598.9,284.3,0.489,Torrential Rainfall & Reduced Visibility
141.45,30.0,26.5,21.34,0.578,2450,4x4 Hill Freight Carrier,282.9,482.0,199.1,0.437,Steep Mountain Grade & Hairpin Bends
141.24,22.5,26.5,4.62,0.58,2450,Heavy Supply Truck (16T),376.6,611.3,234.7,0.413,Steep Mountain Grade & Hairpin Bends
416.03,45.0,18.0,9.96,0.526,1500,Refrigerated Medical Van,554.7,861.6,306.9,0.383,Standard Mountain Traffic Flow
146.92,23.0,14.5,1.7,0.108,1550,Light Disaster Utility (4WD),383.3,397.7,14.5,0.078,Standard Mountain Traffic Flow
415.72,45.0,18.0,2.59,0.52,1500,4x4 Hill Freight Carrier,554.3,834.8,280.6,0.368,Standard Mountain Traffic Flow
90.27,30.0,24.2,8.98,0.597,3200,Refrigerated Medical Van,180.5,302.9,122.4,0.432,Steep Mountain Grade & Hairpin Bends
98.07,30.0,26.5,2.73,0.583,2450,4x4 Hill Freight Carrier,196.1,317.6,121.5,0.412,Steep Mountain Grade & Hairpin Bends
647.78,45.0,21.0,72.1,0.91,1650,Refrigerated Medical Van,863.7,2341.1,1477.4,0.745,Torrential Rainfall & Reduced Visibility
257.39,45.0,8.5,49.93,0.464,350,Refrigerated Medical Van,343.2,566.5,223.4,0.399,Standard Mountain Traffic Flow
313.71,45.0,8.5,17.93,0.353,350,4x4 Hill Freight Carrier,418.3,604.6,186.4,0.274,Active Landslide Clearance / Road Blockage
453.06,45.0,18.0,161.59,1.0,1500,Refrigerated Medical Van,604.1,2058.7,1454.6,0.942,Torrential Rainfall & Reduced Visibility
181.87,45.0,6.0,15.61,0.192,320,4x4 Hill Freight Carrier,242.5,281.4,38.9,0.158,Standard Mountain Traffic Flow
495.94,45.0,21.0,113.77,1.0,1650,4x4 Hill Freight Carrier,661.3,2258.1,1596.8,0.871,Active Landslide Clearance / Road Blockage
517.9,45.0,21.0,23.54,0.753,1650,Refrigerated Medical Van,690.5,1435.0,744.5,0.562,Steep Mountain Grade & Hairpin Bends
100.35,34.5,24.2,21.72,0.771,3200,Light Disaster Utility (4WD),174.5,446.6,272.1,0.572,Active Landslide Clearance / Road Blockage
165.72,51.7,6.0,12.78,0.241,320,Light Disaster Utility (4WD),192.1,228.1,36.0,0.188,Standard Mountain Traffic Flow
170.85,45.0,6.0,45.67,0.475,320,Refrigerated Medical Van,227.8,375.4,147.6,0.401,Standard Mountain Traffic Flow
117.95,15.0,14.5,12.56,0.226,1550,Heavy Supply Truck (16T),471.8,553.5,81.7,0.177,Standard Mountain Traffic Flow
437.44,33.8,8.5,8.17,0.314,350,Heavy Supply Truck (16T),777.7,964.0,186.3,0.232,Standard Mountain Traffic Flow
174.9,51.7,4.2,0.27,0.05,95,Light Disaster Utility (4WD),202.8,204.5,1.8,0.05,Standard Mountain Traffic Flow
120.37,22.5,26.5,21.47,0.691,2450,Heavy Supply Truck (16T),321.0,619.1,298.2,0.516,Steep Mountain Grade & Hairpin Bends
50.39,30.0,16.0,59.73,0.616,2100,Refrigerated Medical Van,100.8,198.3,97.5,0.521,Standard Mountain Traffic Flow
86.17,30.0,26.5,25.26,0.693,2450,Refrigerated Medical Van,172.3,336.5,164.2,0.523,Steep Mountain Grade & Hairpin Bends
125.05,22.5,26.5,13.96,0.688,2450,Heavy Supply Truck (16T),333.5,628.6,295.2,0.502,Steep Mountain Grade & Hairpin Bends
53.61,20.0,31.4,18.37,0.843,4170,4x4 Hill Freight Carrier,160.8,365.0,204.1,0.618,Steep Mountain Grade & Hairpin Bends
172.8,45.0,4.2,102.1,0.514,95,Refrigerated Medical Van,230.4,459.3,228.9,0.513,Torrential Rainfall & Reduced Visibility
79.42,45.0,12.8,8.54,0.422,240,4x4 Hill Freight Carrier,105.9,146.3,40.4,0.308,Standard Mountain Traffic Flow
472.52,51.7,8.5,17.58,0.336,350,Light Disaster Utility (4WD),547.9,718.9,171.1,0.261,Standard Mountain Traffic Flow
43.04,30.0,16.0,22.4,0.414,2100,Refrigerated Medical Van,86.1,123.8,37.7,0.323,Standard Mountain Traffic Flow
234.16,51.7,4.2,1.59,0.173,95,Light Disaster Utility (4WD),271.5,292.1,20.6,0.123,Standard Mountain Traffic Flow
81.78,23.0,14.5,14.65,0.171,1550,Light Disaster Utility (4WD),213.3,243.1,29.8,0.141,Standard Mountain Traffic Flow
177.28,45.0,6.0,11.6,0.212,320,Refrigerated Medical Van,236.4,273.3,37.0,0.166,Standard Mountain Traffic Flow
299.07,33.8,8.5,11.11,0.321,350,Heavy Supply Truck (16T),531.7,671.2,139.6,0.241,Standard Mountain Traffic Flow
197.81,45.0,4.2,25.78,0.241,95,Refrigerated Medical Van,263.7,330.4,66.7,0.208,Standard Mountain Traffic Flow
62.51,34.5,16.0,8.3,0.471,2100,Light Disaster Utility (4WD),108.7,158.1,49.4,0.342,Standard Mountain Traffic Flow
189.89,45.0,6.0,2.78,0.28,320,Refrigerated Medical Van,253.2,297.6,44.4,0.2,Standard Mountain Traffic Flow
439.46,45.0,18.0,1.99,0.603,1500,4x4 Hill Freight Carrier,586.0,969.4,383.5,0.425,Standard Mountain Traffic Flow
39.8,30.0,16.0,55.28,0.631,2100,Refrigerated Medical Van,79.6,157.3,77.7,0.525,Standard Mountain Traffic Flow
127.29,33.8,6.0,55.7,0.369,320,Heavy Supply Truck (16T),226.3,370.4,144.1,0.342,Standard Mountain Traffic Flow
140.86,22.5,26.5,2.26,0.579,2450,Heavy Supply Truck (16T),375.6,604.4,228.7,0.408,Steep Mountain Grade & Hairpin Bends
92.06,20.0,14.5,12.82,0.272,1550,Refrigerated Medical Van,276.2,336.3,60.1,0.21,Standard Mountain Traffic Flow
284.14,45.0,8.5,10.26,0.43,350,Refrigerated Medical Van,378.9,556.9,178.1,0.317,Standard Mountain Traffic Flow
327.57,45.0,18.0,15.89,0.535,1500,Refrigerated Medical Van,436.8,729.5,292.7,0.398,Active Landslide Clearance / Road Blockage
230.83,45.0,22.0,112.47,1.0,1400,4x4 Hill Freight Carrier,307.8,1204.5,896.7,0.869,Active Landslide Clearance / Road Blockage
106.09,22.5,24.2,8.3,0.643,3200,Heavy Supply Truck (16T),282.9,499.3,216.4,0.463,Steep Mountain Grade & Hairpin Bends
152.95,45.0,6.0,21.15,0.281,320,Refrigerated Medical Van,203.9,258.8,54.9,0.229,Standard Mountain Traffic Flow
289.05,45.0,22.0,58.63,0.864,1400,Refrigerated Medical Van,385.4,1151.4,766.0,0.693,Active Landslide Clearance / Road Blockage
550.25,45.0,21.0,1.89,0.658,1650,Refrigerated Medical Van,733.7,1474.8,741.1,0.463,Active Landslide Clearance / Road Blockage
77.46,22.5,26.5,15.79,0.704,2450,Heavy Supply Truck (16T),206.6,398.7,192.1,0.517,Steep Mountain Grade & Hairpin Bends
128.29,34.5,26.5,10.88,0.57,2450,Light Disaster Utility (4WD),223.1,364.9,141.8,0.415,Steep Mountain Grade & Hairpin Bends
134.08,15.0,14.5,10.44,0.307,1550,Heavy Supply Truck (16T),536.3,666.6,130.3,0.23,Standard Mountain Traffic Flow
100.23,30.0,24.2,131.15,1.0,3200,4x4 Hill Freight Carrier,200.5,652.7,452.2,0.897,Torrential Rainfall & Reduced Visibility
148.43,45.0,6.0,32.57,0.388,320,Refrigerated Medical Van,197.9,287.7,89.8,0.32,Standard Mountain Traffic Flow
56.39,20.0,31.4,41.81,0.897,4170,4x4 Hill Freight Carrier,169.2,427.2,258.0,0.691,Steep Mountain Grade & Hairpin Bends
413.24,51.7,18.0,9.63,0.455,1500,Light Disaster Utility (4WD),479.1,688.2,209.1,0.333,Standard Mountain Traffic Flow
186.86,33.8,6.0,65.95,0.468,320,Heavy Supply Truck (16T),332.2,617.8,285.6,0.426,Active Landslide Clearance / Road Blockage
96.89,34.5,24.2,21.94,0.609,3200,Light Disaster Utility (4WD),168.5,320.7,152.2,0.46,Steep Mountain Grade & Hairpin Bends
178.7,45.0,6.0,11.69,0.263,320,4x4 Hill Freight Carrier,238.3,286.6,48.3,0.201,Standard Mountain Traffic Flow
174.56,45.0,4.2,18.71,0.215,95,Refrigerated Medical Van,232.7,277.9,45.2,0.179,Standard Mountain Traffic Flow
85.69,15.0,14.5,44.87,0.395,1550,Heavy Supply Truck (16T),342.7,522.8,180.0,0.344,Standard Mountain Traffic Flow
436.98,45.0,8.5,43.8,0.471,350,Refrigerated Medical Van,582.6,1002.8,420.2,0.395,Active Landslide Clearance / Road Blockage
385.33,45.0,8.5,31.19,0.364,350,Refrigerated Medical Van,513.8,726.9,213.1,0.301,Standard Mountain Traffic Flow
358.67,51.7,8.5,22.57,0.375,350,Light Disaster Utility (4WD),415.9,576.7,160.8,0.296,Standard Mountain Traffic Flow
53.13,20.0,31.4,17.13,0.772,4170,4x4 Hill Freight Carrier,159.4,435.3,275.9,0.566,Active Landslide Clearance / Road Blockage
63.82,33.8,12.8,4.3,0.417,240,Heavy Supply Truck (16T),113.5,175.8,62.4,0.298,Standard Mountain Traffic Flow
279.37,33.8,8.5,4.72,0.331,350,Heavy Supply Truck (16T),496.7,617.1,120.4,0.239,Standard Mountain Traffic Flow
219.17,33.8,6.0,22.54,0.262,320,Heavy Supply Truck (16T),389.6,489.3,99.7,0.217,Standard Mountain Traffic Flow
52.7,30.0,16.0,60.75,0.619,2100,4x4 Hill Freight Carrier,105.4,208.5,103.1,0.524,Torrential Rainfall & Reduced Visibility
135.21,15.0,14.5,29.51,0.278,1550,Heavy Supply Truck (16T),540.9,706.9,166.0,0.239,Standard Mountain Traffic Flow
44.92,34.5,16.0,85.93,0.693,2100,Light Disaster Utility (4WD),78.1,176.3,98.1,0.614,Torrential Rainfall & Reduced Visibility
66.27,45.0,12.8,54.05,0.535,240,4x4 Hill Freight Carrier,88.4,206.2,117.9,0.456,Active Landslide Clearance / Road Blockage
535.99,45.0,21.0,30.58,0.739,1650,Refrigerated Medical Van,714.6,1599.1,884.5,0.563,Active Landslide Clearance / Road Blockage
80.91,33.8,12.8,9.18,0.403,240,Heavy Supply Truck (16T),143.8,211.3,67.5,0.296,Standard Mountain Traffic Flow
79.84,15.0,31.4,38.77,0.867,4170,Heavy Supply Truck (16T),319.3,984.4,665.1,0.665,Active Landslide Clearance / Road Blockage
62.25,30.0,16.0,111.4,0.892,2100,Refrigerated Medical Van,124.5,426.1,301.6,0.792,Active Landslide Clearance / Road Blockage
269.85,51.7,22.0,121.34,1.0,1400,Light Disaster Utility (4WD),312.9,1226.1,913.2,0.882,Active Landslide Clearance / Road Blockage
197.12,51.7,4.2,1.22,0.179,95,Light Disaster Utility (4WD),228.5,246.5,17.9,0.127,Standard Mountain Traffic Flow
200.11,33.8,6.0,18.45,0.271,320,Heavy Supply Truck (16T),355.8,442.8,87.1,0.217,Standard Mountain Traffic Flow
268.34,33.8,8.5,16.7,0.386,350,Heavy Supply Truck (16T),477.1,654.2,177.2,0.295,Standard Mountain Traffic Flow
430.82,33.8,18.0,11.2,0.562,1500,Heavy Supply Truck (16T),765.9,1243.2,477.2,0.41,Standard Mountain Traffic Flow
402.86,33.8,18.0,2.05,0.525,1500,Heavy Supply Truck (16T),716.2,1082.6,366.4,0.37,Standard Mountain Traffic Flow
61.26,45.0,12.8,13.17,0.414,240,Refrigerated Medical Van,81.7,113.8,32.1,0.31,Standard Mountain Traffic Flow
69.0,45.0,12.8,32.56,0.431,240,Refrigerated Medical Van,92.0,139.3,47.3,0.35,Standard Mountain Traffic Flow
63.3,15.0,31.4,4.01,0.782,4170,Heavy Supply Truck (16T),253.2,691.4,438.2,0.553,Active Landslide Clearance / Road Blockage
177.99,51.7,22.0,27.32,0.67,1400,Light Disaster Utility (4WD),206.4,455.2,248.9,0.51,Active Landslide Clearance / Road Blockage
196.78,33.8,6.0,51.65,0.315,320,Heavy Supply Truck (16T),349.8,510.2,160.4,0.298,Standard Mountain Traffic Flow
208.82,45.0,22.0,16.41,0.731,1400,4x4 Hill Freight Carrier,278.4,637.4,358.9,0.536,Active Landslide Clearance / Road Blockage
83.65,34.5,26.5,72.61,0.792,2450,Light Disaster Utility (4WD),145.5,351.1,205.6,0.663,Torrential Rainfall & Reduced Visibility
439.79,45.0,8.5,42.82,0.354,350,Refrigerated Medical Van,586.4,857.0,270.6,0.312,Standard Mountain Traffic Flow
113.52,30.0,26.5,2.87,0.553,2450,Refrigerated Medical Van,227.0,355.5,128.5,0.392,Steep Mountain Grade & Hairpin Bends
718.01,45.0,21.0,26.2,0.68,1650,Refrigerated Medical Van,957.3,1847.9,890.6,0.515,Steep Mountain Grade & Hairpin Bends
165.36,45.0,4.2,1.76,0.102,95,4x4 Hill Freight Carrier,220.5,228.2,7.8,0.074,Standard Mountain Traffic Flow
65.42,33.8,12.8,55.04,0.634,240,Heavy Supply Truck (16T),116.3,259.8,143.5,0.526,Standard Mountain Traffic Flow
360.43,51.7,18.0,27.22,0.643,1500,Light Disaster Utility (4WD),417.9,777.0,359.1,0.491,Standard Mountain Traffic Flow
53.57,45.0,12.8,0.81,0.391,240,Refrigerated Medical Van,71.4,133.9,62.5,0.275,Active Landslide Clearance / Road Blockage
712.36,45.0,21.0,33.74,0.805,1650,Refrigerated Medical Van,949.8,2223.4,1273.6,0.614,Active Landslide Clearance / Road Blockage
162.24,45.0,6.0,4.04,0.255,320,4x4 Hill Freight Carrier,216.3,250.3,34.0,0.185,Standard Mountain Traffic Flow
134.5,30.0,26.5,98.69,0.935,2450,4x4 Hill Freight Carrier,269.0,950.3,681.3,0.802,Active Landslide Clearance / Road Blockage
57.59,20.0,31.4,3.35,0.75,4170,4x4 Hill Freight Carrier,172.8,505.8,333.0,0.53,Active Landslide Clearance / Road Blockage
208.79,33.8,6.0,36.45,0.43,320,Heavy Supply Truck (16T),371.2,568.8,197.6,0.356,Standard Mountain Traffic Flow
442.92,51.7,8.5,1.74,0.319,350,Light Disaster Utility (4WD),513.5,623.0,109.4,0.226,Standard Mountain Traffic Flow
155.05,33.8,6.0,30.69,0.365,320,Heavy Supply Truck (16T),275.6,389.9,114.3,0.302,Standard Mountain Traffic Flow
55.08,45.0,12.8,95.08,0.734,240,Refrigerated Medical Van,73.4,253.2,179.8,0.657,Active Landslide Clearance / Road Blockage
701.22,51.7,21.0,5.8,0.6,1650,Light Disaster Utility (4WD),813.0,1355.5,542.5,0.429,Steep Mountain Grade & Hairpin Bends
75.25,30.0,24.2,20.46,0.723,3200,4x4 Hill Freight Carrier,150.5,300.2,149.7,0.537,Steep Mountain Grade & Hairpin Bends
48.32,22.5,16.0,72.84,0.642,2100,Heavy Supply Truck (16T),128.8,268.7,139.9,0.559,Torrential Rainfall & Reduced Visibility
48.74,45.0,12.8,31.15,0.445,240,4x4 Hill Freight Carrier,65.0,99.3,34.3,0.358,Standard Mountain Traffic Flow
274.86,45.0,22.0,27.02,0.735,1400,Refrigerated Medical Van,366.5,753.0,386.5,0.555,Steep Mountain Grade & Hairpin Bends
82.36,20.0,31.4,11.11,0.656,4170,4x4 Hill Freight Carrier,247.1,682.8,435.7,0.476,Active Landslide Clearance / Road Blockage
78.36,30.0,24.2,10.48,0.602,3200,Refrigerated Medical Van,156.7,265.6,108.9,0.437,Steep Mountain Grade & Hairpin Bends
100.63,22.5,26.5,24.94,0.695,2450,Heavy Supply Truck (16T),268.3,621.9,353.6,0.524,Active Landslide Clearance / Road Blockage
59.94,34.5,16.0,3.28,0.384,2100,Light Disaster Utility (4WD),104.2,135.7,31.5,0.274,Standard Mountain Traffic Flow
98.25,30.0,24.2,71.25,0.938,3200,4x4 Hill Freight Carrier,196.5,546.6,350.1,0.763,Torrential Rainfall & Reduced Visibility
99.35,34.5,24.2,10.77,0.66,3200,Light Disaster Utility (4WD),172.8,394.5,221.7,0.478,Active Landslide Clearance / Road Blockage
78.98,30.0,24.2,2.93,0.7,3200,Refrigerated Medical Van,158.0,365.7,207.8,0.494,Active Landslide Clearance / Road Blockage
48.13,45.0,12.8,30.94,0.456,240,4x4 Hill Freight Carrier,64.2,99.1,34.9,0.366,Standard Mountain Traffic Flow
50.65,45.0,12.8,3.08,0.338,240,Refrigerated Medical Van,67.5,83.9,16.4,0.241,Standard Mountain Traffic Flow
120.87,30.0,26.5,23.12,0.726,2450,4x4 Hill Freight Carrier,241.7,664.2,422.4,0.543,Active Landslide Clearance / Road Blockage
198.07,33.8,6.0,29.73,0.388,320,Heavy Supply Truck (16T),352.1,506.7,154.6,0.316,Standard Mountain Traffic Flow
213.36,33.8,4.2,53.58,0.329,95,Heavy Supply Truck (16T),379.3,562.9,183.6,0.311,Standard Mountain Traffic Flow
515.48,51.7,18.0,5.36,0.596,1500,Light Disaster Utility (4WD),597.7,990.3,392.7,0.425,Standard Mountain Traffic Flow
62.41,22.5,16.0,127.22,0.949,2100,Heavy Supply Truck (16T),166.4,693.5,527.0,0.855,Active Landslide Clearance / Road Blockage
310.57,51.7,8.5,48.07,0.483,350,Light Disaster Utility (4WD),360.1,602.1,242.1,0.41,Standard Mountain Traffic Flow
137.97,30.0,26.5,14.48,0.623,2450,Refrigerated Medical Van,275.9,484.1,208.2,0.458,Steep Mountain Grade & Hairpin Bends
428.3,45.0,18.0,16.87,0.496,1500,Refrigerated Medical Van,571.1,927.6,356.5,0.373,Active Landslide Clearance / Road Blockage
465.7,33.8,8.5,84.78,0.589,350,Heavy Supply Truck (16T),827.9,1690.1,862.2,0.54,Torrential Rainfall & Reduced Visibility
295.15,33.8,8.5,62.32,0.485,350,Heavy Supply Truck (16T),524.7,916.4,391.7,0.433,Torrential Rainfall & Reduced Visibility
292.25,45.0,18.0,9.36,0.6,1500,4x4 Hill Freight Carrier,389.7,656.5,266.8,0.434,Standard Mountain Traffic Flow
138.1,34.5,26.5,30.09,0.652,2450,Light Disaster Utility (4WD),240.2,639.7,399.6,0.502,Active Landslide Clearance / Road Blockage
282.79,45.0,18.0,14.12,0.62,1500,4x4 Hill Freight Carrier,377.1,658.9,281.9,0.455,Standard Mountain Traffic Flow
266.33,45.0,22.0,4.74,0.642,1400,Refrigerated Medical Van,355.1,663.8,308.7,0.457,Active Landslide Clearance / Road Blockage
232.98,45.0,22.0,27.19,0.792,1400,4x4 Hill Freight Carrier,310.6,745.1,434.5,0.595,Active Landslide Clearance / Road Blockage
63.32,30.0,24.2,72.09,0.948,3200,4x4 Hill Freight Carrier,126.6,596.2,469.6,0.772,Active Landslide Clearance / Road Blockage
39.82,30.0,16.0,9.24,0.388,2100,Refrigerated Medical Van,79.6,106.5,26.9,0.286,Standard Mountain Traffic Flow
271.76,33.8,22.0,100.96,1.0,1400,Heavy Supply Truck (16T),483.1,1700.1,1216.9,0.851,Active Landslide Clearance / Road Blockage
138.73,45.0,6.0,113.74,0.718,320,Refrigerated Medical Van,185.0,686.2,501.2,0.673,Active Landslide Clearance / Road Blockage
292.68,45.0,8.5,10.68,0.308,350,Refrigerated Medical Van,390.2,486.2,96.0,0.232,Standard Mountain Traffic Flow
740.43,45.0,21.0,14.26,0.632,1650,Refrigerated Medical Van,987.2,1749.4,762.2,0.464,Steep Mountain Grade & Hairpin Bends
297.35,45.0,18.0,12.57,0.572,1500,4x4 Hill Freight Carrier,396.5,653.2,256.8,0.419,Standard Mountain Traffic Flow
106.95,20.0,14.5,5.47,0.207,1550,Refrigerated Medical Van,320.8,359.8,38.9,0.153,Standard Mountain Traffic Flow
514.16,33.8,18.0,51.59,0.709,1500,Heavy Supply Truck (16T),914.1,1994.2,1080.1,0.574,Active Landslide Clearance / Road Blockage
86.66,20.0,14.5,26.08,0.276,1550,4x4 Hill Freight Carrier,260.0,334.8,74.8,0.232,Standard Mountain Traffic Flow
464.04,51.7,8.5,20.6,0.353,350,Light Disaster Utility (4WD),538.0,725.5,187.5,0.278,Standard Mountain Traffic Flow
101.09,34.5,24.2,39.49,0.838,3200,Light Disaster Utility (4WD),175.8,415.0,239.2,0.646,Steep Mountain Grade & Hairpin Bends
318.01,33.8,18.0,13.45,0.543,1500,Heavy Supply Truck (16T),565.4,904.8,339.5,0.4,Standard Mountain Traffic Flow
101.1,34.5,26.5,22.96,0.682,2450,Light Disaster Utility (4WD),175.8,576.4,400.6,0.512,Active Landslide Clearance / Road Blockage
61.14,45.0,12.8,50.79,0.622,240,Refrigerated Medical Van,81.5,199.5,118.0,0.512,Active Landslide Clearance / Road Blockage
136.38,30.0,26.5,15.88,0.628,2450,4x4 Hill Freight Carrier,272.8,483.2,210.4,0.463,Steep Mountain Grade & Hairpin Bends
660.43,33.8,21.0,29.83,0.665,1650,Heavy Supply Truck (16T),1174.1,2249.9,1075.8,0.51,Steep Mountain Grade & Hairpin Bends
84.82,20.0,14.5,0.5,0.169,1550,Refrigerated Medical Van,254.5,271.7,17.3,0.119,Standard Mountain Traffic Flow
762.2,33.8,21.0,8.09,0.667,1650,Heavy Supply Truck (16T),1355.0,2562.3,1207.3,0.479,Active Landslide Clearance / Road Blockage
248.16,51.7,22.0,5.32,0.629,1400,Light Disaster Utility (4WD),287.7,553.6,265.9,0.449,Active Landslide Clearance / Road Blockage
134.03,34.5,26.5,59.81,0.891,2450,Light Disaster Utility (4WD),233.1,679.0,445.9,0.714,Active Landslide Clearance / Road Blockage
143.47,45.0,4.2,0.61,0.097,95,4x4 Hill Freight Carrier,191.3,196.5,5.2,0.069,Standard Mountain Traffic Flow
417.66,45.0,18.0,18.23,0.581,1500,4x4 Hill Freight Carrier,556.9,976.9,420.0,0.434,Active Landslide Clearance / Road Blockage
416.85,33.8,8.5,17.54,0.351,350,Heavy Supply Truck (16T),741.1,985.8,244.7,0.272,Standard Mountain Traffic Flow
126.01,22.5,26.5,7.96,0.63,2450,Heavy Supply Truck (16T),336.0,607.7,271.7,0.453,Steep Mountain Grade & Hairpin Bends
92.71,34.5,26.5,29.67,0.762,2450,Light Disaster Utility (4WD),161.2,550.0,388.8,0.578,Active Landslide Clearance / Road Blockage
376.37,33.8,18.0,8.96,0.575,1500,Heavy Supply Truck (16T),669.1,1094.7,425.6,0.416,Standard Mountain Traffic Flow
601.38,45.0,21.0,20.08,0.722,1650,Refrigerated Medical Van,801.8,1596.5,794.6,0.536,Steep Mountain Grade & Hairpin Bends
39.61,34.5,16.0,29.57,0.397,2100,Light Disaster Utility (4WD),68.9,100.0,31.1,0.323,Standard Mountain Traffic Flow
257.16,51.7,22.0,74.58,0.807,1400,Light Disaster Utility (4WD),298.2,934.6,636.4,0.677,Active Landslide Clearance / Road Blockage
109.35,20.0,14.5,38.05,0.321,1550,4x4 Hill Freight Carrier,328.0,458.2,130.1,0.281,Standard Mountain Traffic Flow
322.44,45.0,18.0,18.71,0.727,1500,4x4 Hill Freight Carrier,429.9,857.4,427.5,0.537,Standard Mountain Traffic Flow
311.06,45.0,8.5,73.9,0.594,350,Refrigerated Medical Van,414.8,866.8,452.0,0.527,Active Landslide Clearance / Road Blockage
192.52,45.0,6.0,23.49,0.307,320,Refrigerated Medical Van,256.7,335.9,79.2,0.25,Standard Mountain Traffic Flow
191.47,33.8,22.0,14.14,0.719,1400,Heavy Supply Truck (16T),340.4,797.3,456.9,0.524,Active Landslide Clearance / Road Blockage
131.77,20.0,14.5,7.47,0.17,1550,4x4 Hill Freight Carrier,395.3,436.1,40.8,0.13,Standard Mountain Traffic Flow
49.42,33.8,12.8,15.64,0.422,240,Heavy Supply Truck (16T),87.9,158.4,70.5,0.319,Active Landslide Clearance / Road Blockage
371.87,51.7,8.5,2.64,0.311,350,Light Disaster Utility (4WD),431.2,520.9,89.8,0.221,Standard Mountain Traffic Flow
142.96,22.5,26.5,32.94,0.744,2450,Heavy Supply Truck (16T),381.2,868.9,487.7,0.57,Active Landslide Clearance / Road Blockage
509.25,33.8,18.0,5.76,0.461,1500,Heavy Supply Truck (16T),905.3,1291.5,386.2,0.332,Standard Mountain Traffic Flow
401.16,33.8,8.5,8.45,0.36,350,Heavy Supply Truck (16T),713.2,970.3,257.2,0.265,Active Landslide Clearance / Road Blockage
190.67,45.0,6.0,66.9,0.524,320,4x4 Hill Freight Carrier,254.2,466.5,212.2,0.467,Torrential Rainfall & Reduced Visibility
273.61,33.8,8.5,12.06,0.402,350,Heavy Supply Truck (16T),486.4,666.5,180.1,0.299,Standard Mountain Traffic Flow
198.29,51.7,6.0,7.15,0.214,320,Light Disaster Utility (4WD),229.9,261.0,31.1,0.16,Standard Mountain Traffic Flow
309.54,51.7,8.5,9.91,0.247,350,Light Disaster Utility (4WD),358.9,423.2,64.3,0.188,Standard Mountain Traffic Flow
63.47,22.5,24.2,63.46,0.85,3200,Heavy Supply Truck (16T),169.3,425.0,255.7,0.69,Torrential Rainfall & Reduced Visibility
144.64,20.0,14.5,12.54,0.278,1550,4x4 Hill Freight Carrier,433.9,530.3,96.4,0.213,Standard Mountain Traffic Flow
